大学,政治,英语,数学,计算机
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(302)数学二,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与程序设计
云南大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构与程序设计
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西藏大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合
西北大学,(101)思想政治理论,(201)英语一,(301)数学一,(844)软件工程学科专业基础综合（数据结构与操作
西北大学,(101)思想政治理论,(201)英语一,(301)数学一,(844)软件工程学科专业基础综合（数据结构与操作
西北大学,(101)思想政治理论,(201)英语一,(301)数学一,(845)计算机专业基础综合（计算机网络与数据
西北大学,(111)单独考试思想政治理论,(251)单独考试英语,(711)单独考试数学,(844)软件工程学科专业基础综合（数据结构与操作
西北大学,(111)单独考试思想政治理论,(251)单独考试英语,(711)单独考试数学,(845)计算机专业基础综合（计算机网络与数据
西北大学,(101)思想政治理论,(201)英语一,(301)数学一,(844)软件工程学科专业基础综合（数据结构与操作
西北大学,(101)思想政治理论,(201)英语一,(301)数学一,(844)软件工程学科专业基础综合（数据结构与操作
西北大学,(111)单独考试思想政治理论,(251)单独考试英语,(711)单独考试数学,(844)软件工程学科专业基础综合（数据结构与操作
西安交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)计算机基础综合（含数据结构、计算机组成原
西安交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)计算机基础综合（含数据结构、计算机组成原
西安交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(814)计算机基础综合（含数据结构、计算机组成原
西安交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(811)自动控制原理与信号与系统
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(879)专业综合
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(879)专业综合
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(879)专业综合
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(825)通信原理
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(825)通信原理
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)计算机原理及网络
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)计算机原理及网络
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)计算机原理及网络
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)计算机原理及网络
西北工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(847)计算机原理及网络
西安电子科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)计算机专业基础综合
西安电子科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(821)电路、信号与系统
西安电子科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(833)计算机专业基础综合
西安电子科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)高等代数
长安大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)微机原理与接口技术
长安大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)微机原理与接口技术
长安大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)微机原理与接口技术
长安大学,(101)思想政治理论,(201)英语一,(301)数学一,(846)软件工程
长安大学,(101)思想政治理论,(201)英语一,(301)数学一,(815)微机原理与接口技术
西北农林科技大学,(101)思想政治理论,(201)英语一,(301)数学一,"(846)计算机组成原理,C语言,数据结构(3门选2门)"
西北农林科技大学,(101)思想政治理论,(201)英语一,(301)数学一,"(846)计算机组成原理,C语言,数据结构(3门选2门)"
西北农林科技大学,(101)思想政治理论,(201)英语一,(301)数学一,"(846)计算机组成原理,C语言,数据结构(3门选2门)"
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(301)数学一,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(302)数学二,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(302)数学二,(856)数据结构与程序设计
陕西师范大学,(101)思想政治理论,(201)英语一,(302)数学二,(856)数据结构与程序设计
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
兰州大学,(101)思想政治理论,(201)英语一,(301)数学一,(806)计算机专业基础
宁夏大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
宁夏大学,(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
新疆大学,(101)思想政治理论,(201)英语一,(301)数学一,(829)数据结构
新疆大学,(101)思想政治理论,(201)英语一,(301)数学一,(829)数据结构
新疆大学,(101)思想政治理论,(201)英语一,(301)数学一,(829)数据结构
新疆大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构与软件工程
新疆大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构与软件工程
新疆大学,(101)思想政治理论,(201)英语一,(302)数学二,(834)数据结构与软件工程
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
北京大学,(101)思想政治理论,(201)英语一,(301)数学一,(801)计算机专业基础
中国人民大学,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合
中国人民大学,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合
中国人民大学,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合
中国人民大学,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合
中国人民大学,(101)思想政治理论,(201)英语一,(301)数学一,(855)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(896)管理学专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(937)数据科学基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(914)软件工程基础综合
清华大学,(101)思想政治理论,(201)英语一,(301)数学一,(912)计算机专业基础综合
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(925)数据结构
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(925)数据结构
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(901)软件工程
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京交通大学,(101)思想政治理论,(201)英语一,(301)数学一,(923)操作系统原理
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(897)计算机网络
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(893)软件工程学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京工业大学,(101)思想政治理论,(201)英语一,(301)数学一,(895)计算机学科专业基础
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(991)数据结构与C语言程序设计
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(961)计算机基础综合
北京航空航天大学,(101)思想政治理论,(201)英语一,(301)数学一,(840)网络空间安全专业综合
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(813)计算机专业基础
北京理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(302)数学二,(885)软件工程专业基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(816)网络空间安全专业基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(816)网络空间安全专业基础综合
北京理工大学,(101)思想政治理论,(201)英语一,(301)数学一,(816)网络空间安全专业基础综合
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京科技大学,(101)思想政治理论,(201)英语一,(301)数学一,(871)计算机综合一(含计算机组成原理、数据结构)
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京化工大学,(101)思想政治理论,(201)英语一,(301)数学一,(842)数据结构
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(807)软件工程专业综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
北京邮电大学,(101)思想政治理论,(201)英语一,(301)数学一,(803)计算机学科基础综合
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
中国农业大学,(101)思想政治理论,(201)英语一,(301)数学一,(809)地理信息系统
